进了吗,选手,层数,时间,视频
1,这账号即将注销,99,21:26,https://www.bilibili.com/video/BV11Z4y1J7qu
1,美少女小雪糕,99,21:54,
1,晚好吖乘客,99,22:11,https://www.bilibili.com/video/BV1Sa4y1k72v
1,蓝花胶布,99,20:00,
1,noiby,99,23:48,https://www.bilibili.com/video/BV13K4y1i7N9
1,大份烤冷面I,99,23:31,
1,扑克脸老K,99,23:48,https://www.bilibili.com/video/BV1BN4y1H7eg
1,高等生物Au喵,99,28:09,https://www.bilibili.com/video/BV1yg4y127Yt
1,pye-dog03,8,17:41,https://www.bilibili.com/video/BV1WT4y1b71m
1,北铭H,99,24:46,
1,122里22,9,28:04,
1,进击的松鼠君,99,31:15,https://www.bilibili.com/video/BV1og4y127X3
1,短跑冠军抹小姐,99,28:43,https://www.bilibili.com/video/BV1tg4y127p1
0,三条猹,99,24:53,https://www.bilibili.com/video/BV1BN4y1H7eg
0,LeeleeN_3rD,99,30:05,https://www.bilibili.com/video/BV1ka4y1k7Nt
0,E-dgar,9,27:19,
0,数知智,7,17:30,https://www.bilibili.com/video/BV1vC4y1r7QC
0,青柠布丁茶,99,31:27,
0,霍柴-玉铉,99,32:22,https://www.bilibili.com/video/BV1RK411a759
0,我有哇哈哈啊,99,29:36,https://www.bilibili.com/video/BV1BN4y1H7eg
0,彡丿、司徒小莫,9,34:35,
0,改名别和我重名,9,29:29,
0,饿啊又寄了,8,17:08,https://www.bilibili.com/video/BV1RK411a759
0,MoVey1,7,15:32,
0,八分先生eqm,7,18:00,
0,☆斩空の千翼一,6,25:56,https://www.bilibili.com/video/BV1BN4y1H7eg
0,--ima--,1,0:00,
0,sao话王1,1,0:00,
2,（自己复盘）,99,22:25,
